CustomerID,LastPurchase,Frequency,Monetary,Recency
18097,16:00.0,6,2697.8,7
14267,09:00.0,3,1516.24,162
12644,33:00.0,1,477.91,129
17954,15:00.0,12,2332.72,5
16033,44:00.0,20,8816.4,5
17364,00:00.0,11,4481.18,0
13869,53:00.0,4,3104.95,123
12787,44:00.0,3,463.66,9
16872,05:00.0,3,680.02,77
14951,15:00.0,1,311.69,79
16282,42:00.0,1,168.3,339
17115,30:00.0,3,837.5,8
15790,53:00.0,1,220.85,10
16182,23:00.0,4,6617.65,72
12395,21:00.0,12,3018.63,19
13477,04:00.0,6,1454.58,37
15100,35:00.0,3,876,333
12936,32:00.0,4,1063.9,17
15641,04:00.0,4,1887.2,105
16723,01:00.0,2,589.15,91
17805,49:00.0,1,512.31,73
16079,48:00.0,3,1352,16
15747,26:00.0,3,974.04,12
16743,13:00.0,7,2238.09,29
17739,12:00.0,7,2791.35,11
12498,53:00.0,3,403.7,21
12830,54:00.0,6,6814.64,37
16411,23:00.0,2,214.65,19
13162,59:00.0,4,1688.29,122
15415,13:00.0,1,572.81,313
17075,58:00.0,4,834.12,17
13494,58:00.0,1,316.26,311
12853,29:00.0,6,1957.1,134
13849,59:00.0,2,1537.95,51
15392,01:00.0,4,1535.53,4
14513,25:00.0,3,455.59,100
16056,19:00.0,1,664.85,45
16720,22:00.0,1,155.24,26
17052,50:00.0,1,413.75,28
13517,43:00.0,3,2128.42,59
15060,47:00.0,4,303.09,8
15724,40:00.0,2,218.25,201
12521,51:00.0,1,599.68,142
13185,56:00.0,1,71.4,267
18117,47:00.0,1,320.72,25
17785,43:00.0,1,131.94,53
17453,42:00.0,2,486.72,17
18094,28:00.0,7,3017.3,81
16434,28:00.0,7,1522.25,29
12475,10:00.0,1,723.38,53
16102,19:00.0,3,1842.14,42
17430,24:00.0,2,265.76,32
16766,22:00.0,2,1145.6,273
17576,56:00.0,19,3622.68,8
16242,12:00.0,7,3603.21,8
12999,24:00.0,3,455.88,196
16912,18:00.0,11,2575.38,28
14250,30:00.0,3,1904.05,7
14327,58:00.0,1,311.65,163
15578,03:00.0,1,127.1,162
18240,06:00.0,1,422.58,46
13663,44:00.0,1,189.47,179
17593,30:00.0,5,3927.34,3
15601,15:00.0,14,6776.56,11
16265,41:00.0,9,5447,9
16929,37:00.0,7,1295.39,3
18263,00:00.0,3,1213.16,25
12976,55:00.0,1,738.6,211
14868,49:00.0,8,2953.59,3
16365,24:00.0,9,1540.42,17
12876,26:00.0,2,2218.02,57
15701,39:00.0,4,1542.14,2
14204,38:00.0,1,161.03,2
14373,40:00.0,1,76.55,358
15555,19:00.0,16,4805.17,12
14227,48:00.0,10,3350.96,26
14891,08:00.0,2,554.38,148
13563,45:00.0,2,777.53,84
15014,07:00.0,2,260.17,43
14350,14:00.0,1,282.93,274
13686,10:00.0,1,72,182
18077,32:00.0,11,2633.01,8
14828,16:00.0,3,2139.76,196
14081,17:00.0,2,934.52,302
14496,01:00.0,2,538.81,311
13500,35:00.0,3,1166.77,23
17330,56:00.0,2,363.9,22
17722,22:00.0,4,2424.04,96
14390,49:00.0,9,4652.82,10
13394,36:00.0,8,2520.02,1
13062,12:00.0,1,346.98,191
16511,41:00.0,3,950.26,21
12515,43:00.0,1,383.7,353
14722,58:00.0,1,187.92,147
14035,03:00.0,5,1428.02,28
12621,25:00.0,20,13689.67,1
17284,38:00.0,6,1652.58,60
12375,36:00.0,2,457.5,10
17035,23:00.0,2,433.53,245
16952,03:00.0,2,167.61,109
12707,38:00.0,1,603.42,291
13703,10:00.0,1,99.5,318
12953,24:00.0,1,329.85,9
15870,58:00.0,1,354.09,32
18280,52:00.0,1,180.6,277
17198,39:00.0,3,692.22,23
16202,43:00.0,1,365.27,360
12561,39:00.0,1,238.85,302
16348,44:00.0,7,1469.45,32
13557,24:00.0,2,584.06,28
17344,56:00.0,1,160.57,46
13016,08:00.0,3,789.89,73
13348,28:00.0,1,233.76,64
17639,22:00.0,1,108.5,276
16557,04:00.0,2,281.85,24
16016,35:00.0,8,1508.76,3
15561,07:00.0,4,800.59,11
16889,05:00.0,3,1578.67,194
17885,40:00.0,1,190.19,12
13889,13:00.0,1,416.9,92
16643,24:00.0,1,487.51,245
15910,51:00.0,8,1232.18,0
12667,00:00.0,1,620.13,58
16497,55:00.0,6,2965.69,49
13995,22:00.0,5,1393.69,15
15661,56:00.0,2,309.8,317
14333,38:00.0,1,415.2,67
12916,35:00.0,4,3006.15,138
14582,56:00.0,1,114.11,40
17244,19:00.0,1,954.9,53
13603,57:00.0,1,164.34,26
14931,19:00.0,5,1257.68,4
13308,31:00.0,3,1385.51,22
16597,44:00.0,1,90.04,4
17931,33:00.0,2,408.36,134
15810,38:00.0,4,1391.98,78
17138,54:00.0,1,380.5,275
14974,01:00.0,1,114.39,37
15269,32:00.0,1,408.8,23
14287,25:00.0,3,176.63,8
14290,02:00.0,5,2314.65,11
15123,12:00.0,2,2199.31,7
14536,21:00.0,1,171.8,259
16451,17:00.0,1,266.97,87
13208,54:00.0,6,1223.9,58
15618,34:00.0,4,776.85,32
14041,25:00.0,1,141.41,266
17536,23:00.0,1,76.5,177
14682,12:00.0,2,52,187
15764,58:00.0,6,3279.97,88
18223,11:00.0,14,6484.54,4
13895,57:00.0,4,2593.07,28
16305,18:00.0,1,361.22,138
14141,53:00.0,4,915.13,2
14436,13:00.0,1,89.06,98
13354,17:00.0,1,743.53,71
15223,31:00.0,2,755.75,225
13600,27:00.0,1,219.52,312
12747,34:00.0,11,4196.01,2
15830,40:00.0,1,576,37
13743,09:00.0,7,1341.6,2
12913,11:00.0,5,2483.63,4
17490,08:00.0,7,2092.32,0
15332,43:00.0,4,1661.06,366
16826,05:00.0,1,341.7,51
13245,40:00.0,1,430.5,50
17324,34:00.0,4,990.23,17
13411,57:00.0,1,213.55,107
15664,57:00.0,1,386.43,50
16185,41:00.0,2,529.41,16
17679,43:00.0,2,1992.11,52
17181,48:00.0,2,239.92,57
16849,16:00.0,1,124.57,186
17347,12:00.0,1,228.96,86
12890,26:00.0,1,380.47,24
14456,59:00.0,9,3062.4,5
14121,19:00.0,4,2780.15,3
15117,12:00.0,5,1551.78,14
17038,50:00.0,1,112.4,30
16116,01:00.0,1,612.78,211
15452,13:00.0,3,538.73,29
13792,31:00.0,2,195.55,66
17702,03:00.0,4,1824.37,30
14785,21:00.0,2,77.4,10
17871,32:00.0,1,155.9,204
18180,39:00.0,6,1843.75,4
13102,52:00.0,24,6424.09,1
15807,10:00.0,3,903.9,50
17516,51:00.0,5,768.08,15
16471,41:00.0,1,223.95,274
15475,20:00.0,1,454.11,77
12770,33:00.0,1,1351.45,210
15993,45:00.0,7,2797.57,8
12584,35:00.0,9,2338.15,3
14078,16:00.0,6,1049.37,101
14499,01:00.0,3,815.32,26
16657,48:00.0,4,933.62,9
12578,30:00.0,2,2794.51,21
16491,18:00.0,1,731.5,46
12412,16:00.0,3,1226.88,74
14576,51:00.0,1,35.4,372
14101,28:00.0,6,5976.79,73
14642,08:00.0,1,96.12,58
16806,27:00.0,4,801.49,103
13978,36:00.0,2,196.79,14
13437,00:00.0,7,3408.06,14
15140,07:00.0,7,2354.25,52
14476,39:00.0,1,215.7,257
12435,06:00.0,2,7829.89,79
16142,16:00.0,1,535.34,249
12704,15:00.0,8,2340.84,7
17865,08:00.0,20,10526.32,30
14619,37:00.0,1,394.44,245
18037,39:00.0,6,70.02,154
17204,46:00.0,4,1564.56,175
15950,09:00.0,4,1765.51,31
13786,53:00.0,1,230.4,367
15973,42:00.0,1,307.82,366
13145,45:00.0,4,618.52,39
13268,51:00.0,11,3214.69,17
12727,46:00.0,7,3980.7,10
14768,54:00.0,2,192.6,17
15432,30:00.0,1,171.19,23
15850,14:00.0,2,238.85,19
13809,15:00.0,1,155.05,305
18014,28:00.0,1,166.42,28
12604,08:00.0,2,254.18,79
14911,54:00.0,201,143825.06,1
14662,13:00.0,4,771.17,28
17994,41:00.0,4,678.49,121
14164,24:00.0,2,1631.77,70
13666,39:00.0,3,84.65,60
13417,49:00.0,2,640.83,4
15160,15:00.0,1,158.16,357
14413,37:00.0,1,122.7,362
15054,02:00.0,2,302.1,12
14021,46:00.0,3,631.9,155
16179,41:00.0,1,215.83,60
16726,53:00.0,5,1382.02,26
15681,30:00.0,5,1426.16,25
12349,51:00.0,1,1757.55,18
17616,11:00.0,3,571.2,173
15289,49:00.0,3,939.78,29
16620,19:00.0,2,178.96,3
17367,21:00.0,1,168.4,238
17553,00:00.0,1,1487.6,129
12684,53:00.0,7,2283.63,7
14307,38:00.0,6,2995.72,88
12647,56:00.0,12,3722.82,22
15930,52:00.0,1,426.63,67
14270,33:00.0,1,492.65,331
13225,29:00.0,7,6463.84,3
17659,29:00.0,12,2999.46,17
17410,46:00.0,5,1214.72,16
13082,16:00.0,9,3613.63,126
14997,28:00.0,3,546.2,46
15246,45:00.0,2,514.15,238
17908,45:00.0,1,243.28,373
15744,52:00.0,1,34.8,77
12833,46:00.0,1,417.38,145
15103,53:00.0,2,703.36,31
13431,49:00.0,2,1269.1,67
17802,56:00.0,3,1285.04,82
15097,03:00.0,1,248.08,4
15644,54:00.0,4,813,166
12933,38:00.0,3,607.53,24
17267,22:00.0,2,317.62,127
13972,54:00.0,2,190.25,70
13474,53:00.0,1,229.59,236
16869,02:00.0,4,825.42,22
13623,00:00.0,5,747.78,30
15787,55:00.0,3,948.05,26
14705,39:00.0,1,179,198
16036,53:00.0,2,758.92,87
17951,30:00.0,3,1008.54,39
18200,45:00.0,1,163.8,106
12541,40:00.0,3,981.18,29
14954,30:00.0,1,336.17,12
12790,14:00.0,1,324.92,192
17118,19:00.0,1,157.02,317
14264,20:00.0,2,333.97,154
17510,00:00.0,1,308.48,24
14805,20:00.0,4,554.65,15
16969,12:00.0,3,650.41,39
15346,18:00.0,1,252.42,332
13182,46:00.0,1,121.18,45
12641,26:00.0,1,185.9,115
13723,04:00.0,1,199.85,217
15249,45:00.0,13,6688.46,31
17502,13:00.0,4,689.1,9
12925,11:00.0,2,694.05,4
16838,13:00.0,2,588.85,197
14585,33:00.0,1,157.05,50
12593,43:00.0,3,418.1,108
13589,10:00.0,2,379.65,14
17857,13:00.0,23,26879.04,4
13898,28:00.0,1,155.93,325
12902,06:00.0,1,138.68,264
17525,05:00.0,1,422.7,359
13566,59:00.0,2,874.71,40
18189,40:00.0,2,1090.24,77
17456,23:00.0,1,249.86,365
16460,46:00.0,3,814.72,28
17788,09:00.0,2,1117.9,73
15796,55:00.0,8,2711.56,1
16792,41:00.0,2,110.38,282
12547,38:00.0,2,207.8,197
16128,14:00.0,5,1880.22,17
12879,24:00.0,3,573.22,44
12378,34:00.0,1,4008.62,129
17124,02:00.0,1,298.89,185
13211,43:00.0,3,1197.42,10
15464,56:00.0,1,1048.85,338
12856,52:00.0,6,2179.93,7
17147,32:00.0,4,1714.59,22
12524,31:00.0,8,4485.72,9
17811,46:00.0,39,7837.73,4
13397,56:00.0,5,1544.13,72
18143,07:00.0,2,1000.16,116
12401,50:00.0,1,84.3,303
13065,52:00.0,1,205.86,373
12733,19:00.0,1,383.95,234
16483,08:00.0,1,139.35,192
13758,11:00.0,7,3190.55,11
14422,26:00.0,6,4263.64,0
15750,34:00.0,8,2465.48,2
17001,38:00.0,11,3989.57,0
13420,48:00.0,2,159.85,149
12756,31:00.0,1,112.08,86
16337,03:00.0,1,151.05,36
16978,50:00.0,1,344.33,77
14107,12:00.0,7,2703.23,51
17648,41:00.0,4,1797.5,60
12779,43:00.0,8,3981.36,37
16984,43:00.0,2,4481.35,88
15773,48:00.0,1,635.68,5
15109,58:00.0,1,484.95,245
14299,05:00.0,9,3965.62,8
14130,05:00.0,1,483.86,319
14794,11:00.0,7,1319.91,2
13712,33:00.0,1,228.84,246
12384,39:00.0,2,585.27,28
14963,16:00.0,5,1487.8,9
15458,08:00.0,1,161.64,25
13048,23:00.0,4,1835.91,14
13466,39:00.0,1,307.9,184
16145,33:00.0,11,3799.49,8
14817,35:00.0,2,1110.34,200
15604,47:00.0,1,216.39,52
13735,14:00.0,4,2885.24,24
15063,25:00.0,1,370.8,213
14276,45:00.0,3,1119.74,98
16168,45:00.0,27,3787.6,10
15172,51:00.0,5,1624.05,8
12919,47:00.0,6,1335.19,8
16500,04:00.0,6,400.86,4
13002,18:00.0,1,120.95,318
12670,23:00.0,5,2996.05,10
14923,51:00.0,1,749.1,50
15919,28:00.0,2,639.89,19
14840,00:00.0,1,62.85,267
17247,21:00.0,1,282.19,15
17187,39:00.0,1,203.95,226
13689,21:00.0,1,910,63
15527,17:00.0,8,2429.78,18
15232,27:00.0,2,612.06,113
16855,03:00.0,2,328.4,23
14236,13:00.0,2,490.86,80
13904,41:00.0,2,332.64,37
13357,56:00.0,1,609.95,257
12361,51:00.0,1,189.9,287
18066,30:00.0,1,318,75
17293,37:00.0,9,1875.11,8
17625,36:00.0,4,2047,18
16546,20:00.0,2,787.15,290
14293,17:00.0,4,1046.56,3
14625,32:00.0,2,899.63,196
17874,54:00.0,6,683.46,185
16214,30:00.0,3,1062.75,170
13297,32:00.0,4,2089.85,7
12965,31:00.0,1,771.91,89
17542,45:00.0,1,170.75,269
16297,29:00.0,1,301.9,268
17379,56:00.0,1,404.66,11
18229,48:00.0,20,7276.9,11
12610,34:00.0,5,2099.54,22
13606,46:00.0,3,280.54,29
17934,16:00.0,2,704.25,51
16938,20:00.0,4,2736.38,8
16692,46:00.0,2,1276,256
17233,06:00.0,1,190.88,35
15610,36:00.0,1,112.46,51
13938,37:00.0,1,71.66,35
13503,23:00.0,1,216.85,71
15667,56:00.0,1,301.32,39
16005,47:00.0,4,615.39,12
13752,16:00.0,6,1186.28,124
12424,06:00.0,2,1760.96,162
18080,02:00.0,2,1231.5,18
16752,18:00.0,1,207.5,372
14339,06:00.0,1,309.52,242
17333,11:00.0,1,494.25,85
14090,51:00.0,1,76.32,324
16105,13:00.0,1,336.96,248
13652,51:00.0,3,1095.08,45
17980,01:00.0,3,811.45,165
15318,30:00.0,1,312.62,3
12816,41:00.0,2,572.2,95
14439,39:00.0,1,2661.24,319
13798,51:00.0,57,37153.85,1
14631,17:00.0,3,1006.98,50
13549,20:00.0,7,918.2,25
15713,34:00.0,2,356.7,143
17041,21:00.0,3,1081.57,26
14044,05:00.0,4,652.82,26
12716,55:00.0,2,1053.49,3
18126,19:00.0,1,206.83,60
18272,43:00.0,6,3078.58,2
15813,13:00.0,2,1303.91,207
15026,52:00.0,3,469,80
14485,25:00.0,1,165.75,38
15272,59:00.0,2,721.94,57
14731,54:00.0,3,380.02,47
13403,28:00.0,1,75,17
16354,28:00.0,2,395.8,63
17419,47:00.0,12,4226.57,11
14502,50:00.0,11,2470.67,19
17917,20:00.0,3,341.28,45
14004,40:00.0,7,4582.64,43
13340,15:00.0,7,10736.48,45
13838,00:00.0,4,691.73,5
13506,53:00.0,2,458.52,316
14336,40:00.0,4,1614.91,16
17585,30:00.0,4,1133.07,109
12842,33:00.0,2,1118.99,70
15000,42:00.0,1,490.52,47
16921,22:00.0,1,169.79,61
15521,42:00.0,8,3000.2,40
13695,26:00.0,15,2504.13,31
17562,21:00.0,7,1122.38,14
16019,51:00.0,9,3786.24,46
14359,17:00.0,3,912.18,19
14857,23:00.0,2,1173.12,59
15853,38:00.0,1,110.8,51
18226,36:00.0,11,5228.05,44
16566,34:00.0,5,614.66,15
13363,40:00.0,2,992.5,17
15355,44:00.0,2,277.05,29
16400,27:00.0,1,303.93,94
17064,18:00.0,3,859.35,58
12464,33:00.0,8,1212.05,10
15547,52:00.0,14,4954.84,7
16374,21:00.0,2,473.03,66
16211,11:00.0,1,547.02,88
14714,07:00.0,1,160.19,24
13483,53:00.0,1,140.34,65
16852,22:00.0,2,144.91,10
15192,41:00.0,3,1044.32,119
16729,29:00.0,21,7239.92,38
14147,10:00.0,2,483.4,78
16188,19:00.0,4,981.86,44
17774,49:00.0,4,1225.41,96
15069,16:00.0,1,1109.53,179
14479,07:00.0,2,316.25,253
15733,05:00.0,1,162.3,282
14528,09:00.0,1,364.22,37
16586,32:00.0,1,463.95,248
12507,09:00.0,3,1304.81,134
14173,54:00.0,4,450.84,10
14837,58:00.0,4,1649.5,89
13171,27:00.0,3,468.41,21
12673,55:00.0,2,610.52,5
17084,54:00.0,2,2949.75,35
15335,50:00.0,1,173.97,53
17250,15:00.0,2,384.52,3
15312,10:00.0,4,924.85,75
13320,07:00.0,4,1548.7,78
13148,23:00.0,12,3707.12,29
16609,32:00.0,7,5493.46,15
13314,29:00.0,3,775.94,1
15478,19:00.0,2,1441.42,40
17107,14:00.0,6,10815.43,33
12607,06:00.0,1,1579.51,60
12650,34:00.0,1,314.44,3
13881,50:00.0,20,17159.52,3
16045,41:00.0,4,1340.7,119
17376,36:00.0,2,203.2,70
16709,56:00.0,5,3029.87,84
15212,45:00.0,1,101.8,241
18040,20:00.0,2,357.2,19
12630,48:00.0,2,1270.88,9
12530,34:00.0,4,1662.28,59
17940,27:00.0,10,4106.44,49
14522,24:00.0,4,974.54,24
17227,51:00.0,6,939.32,18
16686,49:00.0,7,3062.83,47
15235,44:00.0,12,2247.51,217
16915,39:00.0,6,621.68,9
12836,10:00.0,4,2612.86,59
15255,43:00.0,1,890.85,66
15006,08:00.0,1,502.09,51
13085,11:00.0,2,416.08,157
17164,14:00.0,7,2467.35,32
14757,36:00.0,1,420.5,75
15504,45:00.0,1,52.83,81
16666,01:00.0,1,118.98,19
12587,47:00.0,1,144,7
16523,06:00.0,21,9418.47,1
12693,51:00.0,4,855.91,127
17519,43:00.0,6,1844.02,17
15398,47:00.0,2,1345.53,16
16025,45:00.0,1,439.66,29
13632,51:00.0,5,2121.27,24
15292,00:00.0,1,180.94,201
16629,34:00.0,2,417.73,73
14210,36:00.0,6,1905.84,105
17960,15:00.0,1,73.78,171
16878,39:00.0,1,13.3,84
17711,40:00.0,2,385.1,10
12550,35:00.0,1,964.83,79
15043,26:00.0,1,537,31
12942,39:00.0,3,683.9,131
14651,52:00.0,2,654.6,67
13028,10:00.0,2,661.32,22
13569,07:00.0,2,373.75,17
14024,30:00.0,2,327.7,121
17356,07:00.0,1,178.22,311
14565,07:00.0,4,3099.12,95
17897,23:00.0,3,566.6,172
16274,35:00.0,1,357.95,373
17997,13:00.0,8,1970.67,74
17754,20:00.0,5,1772.26,0
18246,49:00.0,2,596.1,23
15839,54:00.0,3,1048.49,33
13675,57:00.0,2,486.82,151
14167,29:00.0,4,574.84,39
13924,39:00.0,6,1838.85,1
13669,32:00.0,2,218.55,50
13918,25:00.0,2,1212.84,49
18252,43:00.0,2,526.67,50
13277,21:00.0,4,258.4,15
16480,40:00.0,1,769.29,75
15939,30:00.0,15,6115.01,89
18146,08:00.0,2,160.35,140
13626,05:00.0,1,257.23,252
15298,17:00.0,12,4799.9,2
17462,56:00.0,2,675.69,60
14459,35:00.0,1,1837.92,155
14708,21:00.0,3,1126.37,2
17705,45:00.0,9,1823.52,3
14216,56:00.0,4,1839.3,3
13134,35:00.0,4,1793.58,85
16623,09:00.0,1,129.45,245
16380,40:00.0,1,1780.59,61
12544,15:00.0,1,372.7,36
15541,58:00.0,1,85.13,114
15690,59:00.0,2,239.76,4
14608,52:00.0,4,1785.15,4
14067,21:00.0,2,374.7,63
17313,45:00.0,1,2328.84,31
12444,23:00.0,5,5005.46,21
17854,21:00.0,2,311.26,185
12985,46:00.0,2,1239.38,0
15149,58:00.0,1,520.8,133
13755,26:00.0,9,2161.35,3
17668,25:00.0,2,347.75,1
15083,18:00.0,1,88.2,256
13091,54:00.0,1,345.82,28
14419,22:00.0,6,1058.06,10
17004,25:00.0,2,1412.94,46
12759,49:00.0,3,1531.44,52
14087,41:00.0,1,194.42,2
14064,14:00.0,5,1353.74,29
13732,49:00.0,1,491.86,28
12736,57:00.0,1,234,332
17691,20:00.0,2,290.4,358
13068,00:00.0,2,344,10
14396,09:00.0,2,487.99,65
15129,40:00.0,11,3447.4,50
15793,31:00.0,3,965.61,14
16789,12:00.0,1,80.8,8
14133,34:00.0,3,605.64,129
14465,38:00.0,3,1058.62,246
16457,19:00.0,1,208.36,218
16125,48:00.0,1,289.35,367
14110,26:00.0,12,5683.15,3
15106,16:00.0,5,1422.52,17
14442,36:00.0,2,1589.82,204
13778,25:00.0,1,178.7,103
15438,19:00.0,1,156.58,131
14920,32:00.0,2,977.77,212
15584,55:00.0,4,725.11,23
16171,51:00.0,1,73.2,59
17837,13:00.0,8,1593.38,42
14256,17:00.0,2,969.06,260
17499,14:00.0,1,622.88,289
16248,32:00.0,1,152.94,61
16835,50:00.0,2,180.85,128
12922,35:00.0,1,405.38,161
16812,35:00.0,1,479.35,360
14273,20:00.0,4,559.97,51
15484,03:00.0,4,3594.31,1
14937,29:00.0,3,1621.88,56
16271,45:00.0,5,1429.24,2
15607,44:00.0,1,104.76,336
12945,15:00.0,1,462.95,288
16148,01:00.0,1,76.32,296
13709,28:00.0,13,6328.05,3
17545,04:00.0,3,645.96,43
12381,44:00.0,5,1845.31,4
15630,36:00.0,2,1186.35,45
16463,01:00.0,4,1422.4,21
18209,07:00.0,1,139.1,28
13045,04:00.0,1,305.28,99
17791,09:00.0,1,106.1,29
12358,26:00.0,2,1168.06,1
16858,52:00.0,1,375.69,368
16317,46:00.0,3,1341.65,119
17522,31:00.0,5,1070.71,1
17768,22:00.0,3,2273.18,8
16440,02:00.0,5,3640.67,7
15776,46:00.0,1,241.62,133
12753,52:00.0,6,21429.39,22
15421,20:00.0,4,950.36,58
12421,07:00.0,4,807.04,15
13168,56:00.0,4,1319.19,36
16998,44:00.0,4,295,149
15753,41:00.0,1,79.2,304
15670,50:00.0,1,173.05,296
17081,56:00.0,2,290.16,25
17685,36:00.0,7,3191.53,16
12527,55:00.0,3,348.71,81
18232,49:00.0,4,592.97,81
16394,48:00.0,5,1555.34,56
16689,39:00.0,2,422.6,75
18017,15:00.0,3,523,81
16357,04:00.0,3,658.88,33
16062,15:00.0,4,1153.62,9
15066,25:00.0,1,893.59,53
15624,38:00.0,4,588.13,116
14047,43:00.0,5,1308.61,8
13300,09:00.0,1,371.89,169
13546,50:00.0,3,626.99,12
15707,35:00.0,4,945.58,35
14542,19:00.0,1,103.25,185
17628,21:00.0,1,75.75,81
14379,43:00.0,2,348.1,44
14628,58:00.0,2,671.96,91
14688,26:00.0,21,5630.87,7
13692,17:00.0,3,1488.32,24
14233,54:00.0,4,1462.72,49
12364,22:00.0,4,1313.1,7
15315,51:00.0,2,570.5,64
16311,54:00.0,2,616.26,17
13901,48:00.0,5,2867.2,72
13005,53:00.0,2,513.7,173
13841,10:00.0,1,85,252
18169,18:00.0,1,202.65,60
17831,09:00.0,1,35.4,33
16503,46:00.0,4,1431.93,106
17582,18:00.0,1,175.27,236
15916,46:00.0,8,1528.09,16
13941,43:00.0,5,5112.96,21
17144,57:00.0,2,984.57,1
12613,59:00.0,5,3344.38,57
14482,14:00.0,6,2068.15,18
16603,06:00.0,2,482.47,74
18269,53:00.0,1,168.6,366
15275,20:00.0,1,615.14,37
12962,55:00.0,2,266.39,7
18123,23:00.0,2,589.44,24
14880,42:00.0,3,706.19,77
12713,16:00.0,1,848.55,0
17044,28:00.0,1,948.48,25
16208,36:00.0,2,664.26,44
17290,38:00.0,2,525.24,3
16795,08:00.0,1,414.88,365
17877,00:00.0,1,237.61,170
12567,02:00.0,10,9401.28,22
17731,02:00.0,4,1240.11,79
17977,28:00.0,1,288.14,29
15567,48:00.0,1,186.01,18
17436,30:00.0,2,216.3,1
17190,33:00.0,2,444.74,58
16895,15:00.0,1,219.14,64
13108,35:00.0,1,350.06,372
13649,51:00.0,2,346.6,256
16108,48:00.0,1,842.5,84
12676,25:00.0,6,1331.39,24
18249,07:00.0,1,95.34,17
16755,21:00.0,3,1496.83,114
14834,30:00.0,6,1720.3,17
13174,35:00.0,3,2817.03,16
13672,53:00.0,2,186.39,301
17253,59:00.0,1,178.26,18
13008,24:00.0,1,229.47,323
17230,12:00.0,8,3638.41,264
15189,22:00.0,41,16225.39,1
14193,34:00.0,2,853.39,67
15687,33:00.0,9,2993.1,8
14525,37:00.0,9,4332.2,19
16898,44:00.0,3,508.81,26
16732,54:00.0,1,603.75,31
17728,52:00.0,3,2876.01,3
17894,23:00.0,8,1119.81,71
15023,23:00.0,11,6802.76,3
14691,30:00.0,5,2114.33,30
17396,12:00.0,8,7330.8,39
14027,01:00.0,1,104.82,60
13529,15:00.0,2,307.76,78
16042,50:00.0,5,1197.27,22
15046,50:00.0,15,5213.77,9
12461,57:00.0,2,826.88,94
15215,41:00.0,3,734.94,46
16706,50:00.0,3,531.35,37
14382,18:00.0,1,626.07,26
16875,39:00.0,5,2095.53,67
13460,17:00.0,2,183.44,29
15856,09:00.0,27,16387.57,4
17061,24:00.0,11,5232.23,73
13815,19:00.0,4,4027.36,22
16065,03:00.0,1,372.09,365
16520,24:00.0,3,1046.57,186
14860,17:00.0,1,170.32,19
13151,29:00.0,1,1257.87,295
15524,09:00.0,1,440,24
18106,23:00.0,1,430.7,329
17920,29:00.0,17,4204.1,4
15756,30:00.0,4,532.96,61
18086,34:00.0,1,101.34,274
13835,37:00.0,4,834.57,25
14001,31:00.0,3,2043.08,45
15922,51:00.0,1,369.5,373
17914,58:00.0,1,336.43,3
12484,37:00.0,6,4541.72,32
17771,43:00.0,2,245.81,56
17937,45:00.0,7,4301.22,8
13486,13:00.0,3,1122.41,78
14150,05:00.0,2,658.64,35
13984,38:00.0,5,920.51,26
16712,48:00.0,11,3645.43,9
14127,49:00.0,3,709.71,122
12627,07:00.0,7,4478.53,10
17373,28:00.0,4,646.92,40
13217,32:00.0,3,533.98,122
14548,19:00.0,2,652.8,150
15381,55:00.0,2,596.85,213
13294,54:00.0,2,873.74,189
15358,04:00.0,22,8347.2,4
16022,16:00.0,1,628.28,260
13317,35:00.0,6,2273.68,66
15899,36:00.0,1,56.25,368
12653,41:00.0,2,2209.85,148
13194,01:00.0,1,60.7,135
16563,51:00.0,1,1077.74,53
13858,17:00.0,1,216.17,57
16085,24:00.0,5,981.51,23
16832,36:00.0,3,199.15,184
15089,31:00.0,6,2420.84,10
15587,37:00.0,4,913.68,50
15836,13:00.0,1,137.37,50
12504,02:00.0,2,482.05,18
16583,03:00.0,1,233.45,373
13523,11:00.0,5,3964.88,33
12398,27:00.0,1,1635.66,45
16191,26:00.0,13,5180.52,2
15730,31:00.0,3,1120.88,65
17353,19:00.0,2,1740,129
13715,21:00.0,5,1079.34,281
13629,21:00.0,11,7792.36,23
12882,18:00.0,2,1463.04,9
14960,54:00.0,2,221.27,8
18043,48:00.0,3,559.51,24
14711,58:00.0,11,2868.8,10
16961,46:00.0,1,234.17,116
12633,40:00.0,4,2163.98,58
13878,19:00.0,1,1281.53,54
17957,58:00.0,1,111.68,66
14356,18:00.0,2,701.23,79
17024,47:00.0,3,95.85,45
14897,32:00.0,4,1366.38,7
17602,53:00.0,6,5102.97,2
15942,01:00.0,1,337.44,133
12839,33:00.0,14,5591.42,2
15252,30:00.0,2,740.78,36
17416,47:00.0,7,6893.42,29
14505,45:00.0,8,5905.64,17
16918,50:00.0,6,1068.82,49
12590,52:00.0,2,9864.26,211
16669,26:00.0,3,1374.87,23
14754,01:00.0,2,638.05,44
16775,22:00.0,11,1695.66,10
12939,33:00.0,8,11581.8,64
15152,32:00.0,13,4745.69,9
15146,09:00.0,2,1327.16,164
16769,41:00.0,1,380.39,260
12447,25:00.0,1,476.49,243
12988,31:00.0,1,535.32,292
12982,51:00.0,1,390.54,242
12441,45:00.0,1,173.55,366
14462,55:00.0,11,2004.02,66
16377,41:00.0,1,676.2,267
16626,56:00.0,17,4413.1,0
13131,21:00.0,3,1073.3,23
15544,43:00.0,9,3546.71,9
